RW (nm),Lc (um),G (nm),W (nm),PeakOrNoPeak
875,24,200,650,0
875,24,250,550,0
875,24,250,575,0
875,24,250,600,0
875,24,250,625,1
875,24,250,650,0
875,24,300,550,0
875,24,300,575,0
875,24,300,600,0
875,24,300,625,1
875,24,300,650,0
875,25,100,550,1
875,25,100,575,0
875,25,100,600,0
875,25,100,625,0
875,25,100,650,1
875,25,150,550,1
875,25,150,575,0
875,25,150,600,0
875,25,150,625,0
875,25,150,650,1
875,25,200,550,1
875,25,200,575,0
875,25,200,600,0
875,25,200,625,0
875,25,200,650,0
875,25,250,550,0
875,25,250,575,0
875,25,250,600,0
875,25,250,625,1
875,25,250,650,0
875,25,300,550,0
875,25,300,575,0
875,25,300,600,0
875,25,300,625,1
875,25,300,650,0
875,26,100,550,1
875,26,100,575,0
875,26,100,600,0
875,26,100,625,0
875,26,100,650,1
875,26,150,550,1
875,26,150,575,0
875,26,150,600,0
875,26,150,625,0
875,26,150,650,1
875,26,200,550,1
875,26,200,575,0
875,26,200,600,0
875,26,200,625,0
875,26,200,650,1
875,26,250,550,1
875,26,250,575,0
875,26,250,600,0
875,26,250,625,0
875,26,250,650,0
875,26,300,550,1
875,26,300,575,0
875,26,300,600,0
875,26,300,625,1
875,26,300,650,0
875,27,100,550,1
875,27,100,575,0
875,27,100,600,0
875,27,100,625,0
875,27,100,650,0
875,27,150,550,1
875,27,150,575,0
875,27,150,600,0
875,27,150,625,0
875,27,150,650,1
875,27,200,550,1
875,27,200,575,0
875,27,200,600,0
875,27,200,625,0
875,27,200,650,1
875,27,250,550,1
875,27,250,575,0
875,27,250,600,0
875,27,250,625,0
875,27,250,650,1
875,27,300,550,1
875,27,300,575,0
875,27,300,600,0
875,27,300,625,1
875,27,300,650,0
875,28,100,550,0
875,28,100,575,1
875,28,100,600,0
875,28,100,625,0
875,28,100,650,0
875,28,150,550,1
875,28,150,575,0
875,28,150,600,0
875,28,150,625,0
875,28,150,650,1
875,28,200,550,1
875,28,200,575,0
875,28,200,600,0
875,28,200,625,0
875,28,200,650,1
875,28,250,550,1
875,28,250,575,0
875,28,250,600,0
875,28,250,625,0
875,28,250,650,1
875,28,300,550,1
875,28,300,575,0
875,28,300,600,0
875,28,300,625,0
875,28,300,650,1
875,29,100,550,0
875,29,100,575,1
875,29,100,600,0
875,29,100,625,0
875,29,100,650,0
875,29,150,550,0
875,29,150,575,1
875,29,150,600,0
875,29,150,625,0
875,29,150,650,0
875,29,200,550,0
875,29,200,575,0
875,29,200,600,0
875,29,200,625,0
875,29,200,650,1
875,29,250,550,1
875,29,250,575,0
875,29,250,600,0
875,29,250,625,0
875,29,250,650,1
875,29,300,550,1
875,29,300,575,0
875,29,300,600,0
875,29,300,625,0
875,29,300,650,1
875,30,100,550,0
875,30,100,575,1
875,30,100,600,0
875,30,100,625,0
875,30,100,650,0
875,30,150,550,0
875,30,150,575,1
875,30,150,600,0
875,30,150,625,0
875,30,150,650,0
875,30,200,550,0
875,30,200,575,1
875,30,200,600,0
875,30,200,625,0
875,30,200,650,1
875,30,250,550,0
875,30,250,575,0
875,30,250,600,0
875,30,250,625,0
875,30,250,650,1
875,30,300,550,1
875,30,300,575,0
875,30,300,600,0
875,30,300,625,0
875,30,300,650,1
875,31,100,550,0
875,31,100,575,1
875,31,100,600,0
875,31,100,625,0
875,31,100,650,0
875,31,150,550,0
875,31,150,575,1
875,31,150,600,0
875,31,150,625,0
875,31,150,650,0
875,31,200,550,0
875,31,200,575,1
875,31,200,600,0
875,31,200,625,0
875,31,200,650,0
875,31,250,550,0
875,31,250,575,1
875,31,250,600,0
875,31,250,625,0
875,31,250,650,1
875,31,300,550,0
875,31,300,575,1
875,31,300,600,0
875,31,300,625,0
875,31,300,650,1
875,32,100,550,0
875,32,100,575,0
875,32,100,600,0
875,32,100,625,0
875,32,100,650,0
875,32,150,550,0
875,32,150,575,1
875,32,150,600,0
875,32,150,625,0
875,32,150,650,0
875,32,200,550,0
875,32,200,575,1
875,32,200,600,0
875,32,200,625,0
875,32,200,650,0
875,32,250,550,0
875,32,250,575,1
875,32,250,600,0
875,32,250,625,0
875,32,250,650,1
875,32,300,550,0
875,32,300,575,1
875,32,300,600,0
875,32,300,625,0
875,32,300,650,1
875,33,100,550,0
875,33,100,575,0
875,33,100,600,1
875,33,100,625,0
875,33,100,650,0
875,33,150,550,0
875,33,150,575,1
875,33,150,600,0
875,33,150,625,0
875,33,150,650,0
875,33,200,550,0
875,33,200,575,1
875,33,200,600,0
875,33,200,625,0
875,33,200,650,0
875,33,250,550,0
875,33,250,575,1
875,33,250,600,0
875,33,250,625,0
875,33,250,650,0
875,33,300,550,0
875,33,300,575,1
875,33,300,600,0
875,33,300,625,0
875,33,300,650,1
875,34,100,550,0
875,34,100,575,0
875,34,100,600,1
875,34,100,625,0
875,34,100,650,0
875,34,150,550,0
875,34,150,575,0
875,34,150,600,1
875,34,150,625,0
875,34,150,650,0
875,34,200,550,0
875,34,200,575,1
875,34,200,600,0
875,34,200,625,0
875,34,200,650,0
875,34,250,550,0
875,34,250,575,1
875,34,250,600,0
875,34,250,625,0
875,34,250,650,0
875,34,300,550,0
875,34,300,575,1
875,34,300,600,0
875,34,300,625,0
875,34,300,650,1
875,35,100,550,0
875,35,100,575,0
875,35,100,600,1
875,35,100,625,0
875,35,100,650,0
875,35,150,550,0
875,35,150,575,0
875,35,150,600,1
875,35,150,625,0
875,35,150,650,0
875,35,200,550,0
875,35,200,575,0
875,35,200,600,0
875,35,200,625,0
875,35,200,650,0
875,35,250,550,0
875,35,250,575,1
875,35,250,600,0
875,35,250,625,0
875,35,250,650,0
875,35,300,550,0
875,35,300,575,1
875,35,300,600,0
875,35,300,625,0
875,35,300,650,0
875,36,100,550,1
875,36,100,575,0
875,36,100,600,1
875,36,100,625,0
875,36,100,650,0
875,36,150,550,0
875,36,150,575,0
875,36,150,600,1
875,36,150,625,0
875,36,150,650,0
875,36,200,550,0
875,36,200,575,0
875,36,200,600,1
875,36,200,625,0
875,36,200,650,0
875,36,250,550,0
875,36,250,575,0
875,36,250,600,0
875,36,250,625,0
875,36,250,650,0
875,36,300,550,0
875,36,300,575,1
875,36,300,600,0
875,36,300,625,0
875,36,300,650,0
875,37,100,550,1
875,37,100,575,0
875,37,100,600,1
875,37,100,625,0
875,37,100,650,0
875,37,150,550,1
875,37,150,575,0
875,37,150,600,1
875,37,150,625,0
875,37,150,650,0
875,37,200,550,0
875,37,200,575,0
875,37,200,600,1
875,37,200,625,0
875,37,200,650,0
875,37,250,550,0
875,37,250,575,0
875,37,250,600,1
875,37,250,625,0
875,37,250,650,0
875,37,300,550,0
875,37,300,575,0
875,37,300,600,0
875,37,300,625,0
875,37,300,650,0
875,38,100,550,1
875,38,100,575,0
875,38,100,600,0
875,38,100,625,1
875,38,100,650,0
875,38,150,550,1
875,38,150,575,0
875,38,150,600,1
875,38,150,625,0
875,38,150,650,0
875,38,200,550,1
875,38,200,575,0
875,38,200,600,1
875,38,200,625,0
875,38,200,650,0
875,38,250,550,0
875,38,250,575,0
875,38,250,600,1
875,38,250,625,0
875,38,250,650,0
875,38,300,550,0
875,38,300,575,0
875,38,300,600,1
875,38,300,625,0
875,38,300,650,0
875,39,100,550,1
875,39,100,575,0
875,39,100,600,0
875,39,100,625,1
875,39,100,650,0
875,39,150,550,1
875,39,150,575,0
875,39,150,600,1
875,39,150,625,0
875,39,150,650,0
875,39,200,550,1
875,39,200,575,0
875,39,200,600,1
875,39,200,625,0
875,39,200,650,0
875,39,250,550,1
875,39,250,575,0
875,39,250,600,1
875,39,250,625,0
875,39,250,650,0
875,39,300,550,0
875,39,300,575,0
875,39,300,600,1
875,39,300,625,0
875,39,300,650,0
875,40,100,550,1
875,40,100,575,0
875,40,100,600,0
875,40,100,625,1
875,40,100,650,0
875,40,150,550,1
875,40,150,575,0
875,40,150,600,0
875,40,150,625,0
875,40,150,650,0
875,40,200,550,1
875,40,200,575,0
875,40,200,600,1
875,40,200,625,0
875,40,200,650,0
875,40,250,550,1
875,40,250,575,0
875,40,250,600,1
875,40,250,625,0
875,40,250,650,0
875,40,300,550,1
875,40,300,575,0
875,40,300,600,1
875,40,300,625,0
875,40,300,650,0
875,41,100,550,1
875,41,100,575,0
875,41,100,600,0
875,41,100,625,1
875,41,100,650,0
875,41,150,550,1
875,41,150,575,0
875,41,150,600,0
875,41,150,625,1
875,41,150,650,0
875,41,200,550,1
875,41,200,575,0
875,41,200,600,1
875,41,200,625,0
875,41,200,650,0
875,41,250,550,1
875,41,250,575,0
875,41,250,600,1
875,41,250,625,0
875,41,250,650,0
875,41,300,550,1
875,41,300,575,0
875,41,300,600,1
875,41,300,625,0
875,41,300,650,0
875,42,100,550,0
875,42,100,575,1
875,42,100,600,0
875,42,100,625,1
875,42,100,650,0
875,42,150,550,1
875,42,150,575,0
875,42,150,600,0
875,42,150,625,1
875,42,150,650,0
875,42,200,550,1
875,42,200,575,0
875,42,200,600,0
875,42,200,625,0
875,42,200,650,0
875,42,250,550,1
875,42,250,575,0
875,42,250,600,1
875,42,250,625,0
875,42,250,650,0
875,42,300,550,1
875,42,300,575,0
875,42,300,600,1
875,42,300,625,0
875,42,300,650,0
875,43,100,550,0
875,43,100,575,1
875,43,100,600,0
875,43,100,625,1
875,43,100,650,0
875,43,150,550,0
875,43,150,575,0
875,43,150,600,0
875,43,150,625,1
875,43,150,650,0
875,43,200,550,1
875,43,200,575,0
875,43,200,600,0
875,43,200,625,1
875,43,200,650,0
875,43,250,550,1
875,43,250,575,0
875,43,250,600,1
875,43,250,625,0
875,43,250,650,0
875,43,300,550,1
875,43,300,575,0
875,43,300,600,1
875,43,300,625,0
875,43,300,650,0
875,44,100,550,0
875,44,100,575,1
875,44,100,600,0
875,44,100,625,1
875,44,100,650,0
875,44,150,550,0
875,44,150,575,1
875,44,150,600,0
875,44,150,625,1
875,44,150,650,0
875,44,200,550,1
875,44,200,575,0
875,44,200,600,0
875,44,200,625,1
875,44,200,650,0
875,44,250,550,1
875,44,250,575,0
875,44,250,600,0
875,44,250,625,1
875,44,250,650,0
875,44,300,550,1
875,44,300,575,0
875,44,300,600,1
875,44,300,625,0
875,44,300,650,0
875,45,100,550,0
875,45,100,575,1
875,45,100,600,0
875,45,100,625,0
875,45,100,650,1
875,45,150,550,0
875,45,150,575,1
875,45,150,600,0
875,45,150,625,1
875,45,150,650,0
875,45,200,550,0
875,45,200,575,1
875,45,200,600,0
875,45,200,625,1
875,45,200,650,0
875,45,250,550,1
875,45,250,575,0
875,45,250,600,0
875,45,250,625,1
875,45,250,650,0
875,45,300,550,1
875,45,300,575,0
875,45,300,600,0
875,45,300,625,0
875,45,300,650,0
875,46,100,550,0
875,46,100,575,1
875,46,100,600,0
875,46,100,625,0
875,46,100,650,1
875,46,150,550,0
875,46,150,575,1
875,46,150,600,0
875,46,150,625,1
875,46,150,650,0
875,46,200,550,0
875,46,200,575,1
875,46,200,600,0
875,46,200,625,1
875,46,200,650,0
875,46,250,550,0
875,46,250,575,1
875,46,250,600,0
875,46,250,625,1
875,46,250,650,0
875,46,300,550,1
875,46,300,575,0
875,46,300,600,0
875,46,300,625,1
875,46,300,650,0
875,47,100,550,0
875,47,100,575,1
875,47,100,600,0
875,47,100,625,0
875,47,100,650,1
875,47,150,550,0
875,47,150,575,1
875,47,150,600,0
875,47,150,625,1
875,47,150,650,0
875,47,200,550,0
875,47,200,575,1
875,47,200,600,0
875,47,200,625,1
875,47,200,650,0
875,47,250,550,0
875,47,250,575,1
875,47,250,600,0
875,47,250,625,1
875,47,250,650,0
875,47,300,550,0
875,47,300,575,0
875,47,300,600,0
875,47,300,625,1
875,47,300,650,0
875,48,100,550,1
875,48,100,575,1
875,48,100,600,0
875,48,100,625,0
875,48,100,650,1
875,48,150,550,0
875,48,150,575,1
875,48,150,600,0
875,48,150,625,0
875,48,150,650,0
875,48,200,550,0
875,48,200,575,1
875,48,200,600,0
875,48,200,625,1
875,48,200,650,0
875,48,250,550,0
875,48,250,575,1
875,48,250,600,0
875,48,250,625,1
875,48,250,650,0
875,48,300,550,0
875,48,300,575,1
875,48,300,600,0
875,48,300,625,1
875,48,300,650,0
875,49,100,550,1
875,49,100,575,0
875,49,100,600,1
875,49,100,625,0
875,49,100,650,1
875,49,150,550,0
875,49,150,575,1
875,49,150,600,0
875,49,150,625,0
875,49,150,650,1
875,49,200,550,0
875,49,200,575,1
875,49,200,600,0
875,49,200,625,1
875,49,200,650,0
875,49,250,550,0
875,49,250,575,1
875,49,250,600,0
875,49,250,625,1
875,49,250,650,0
875,49,300,550,0
875,49,300,575,1
875,49,300,600,0
875,49,300,625,1
875,49,300,650,0
875,50,100,550,1
875,50,100,575,0
875,50,100,600,1
875,50,100,625,0
875,50,100,650,1
875,50,150,550,1
875,50,150,575,1
875,50,150,600,0
875,50,150,625,0
875,50,150,650,1
875,50,200,550,0
875,50,200,575,1
875,50,200,600,0
875,50,200,625,1
875,50,200,650,0
875,50,250,550,0
875,50,250,575,1
875,50,250,600,0
875,50,250,625,1
875,50,250,650,0
875,50,300,550,0
875,50,300,575,1
875,50,300,600,0
875,50,300,625,1
875,50,300,650,0
885,5,100,550,0
885,5,100,575,0
885,5,100,600,0
885,5,100,625,0
885,5,100,650,0
885,5,150,550,0
885,5,150,575,0
885,5,150,600,0
885,5,150,625,0
885,5,150,650,0
885,5,200,550,0
885,5,200,575,0
885,5,200,600,0
885,5,200,625,0
885,5,200,650,0
885,5,250,550,0
885,5,250,575,0
885,5,250,600,0
885,5,250,625,0
885,5,250,650,0
885,5,300,550,0
885,5,300,575,0
885,5,300,600,0
885,5,300,625,0
885,5,300,650,0
885,6,100,550,0
885,6,100,575,0
885,6,100,600,0
885,6,100,625,0
885,6,100,650,0
885,6,150,550,0
885,6,150,575,0
885,6,150,600,0
885,6,150,625,0
885,6,150,650,0
885,6,200,550,0
885,6,200,575,0
885,6,200,600,0
885,6,200,625,0
885,6,200,650,0
885,6,250,550,0
885,6,250,575,0
885,6,250,600,0
885,6,250,625,0
885,6,250,650,0
885,6,300,550,0
885,6,300,575,0
885,6,300,600,0
885,6,300,625,0
885,6,300,650,0
885,7,100,550,0
885,7,100,575,0
885,7,100,600,0
885,7,100,625,0
885,7,100,650,0
885,7,150,550,0
885,7,150,575,0
885,7,150,600,0
885,7,150,625,0
885,7,150,650,0
885,7,200,550,0
885,7,200,575,0
885,7,200,600,0
885,7,200,625,0
885,7,200,650,0
885,7,250,550,0
885,7,250,575,0
885,7,250,600,0
885,7,250,625,0
885,7,250,650,0
885,7,300,550,0
885,7,300,575,0
885,7,300,600,0
885,7,300,625,0
885,7,300,650,0
885,8,100,550,0
885,8,100,575,0
885,8,100,600,0
885,8,100,625,0
885,8,100,650,0
885,8,150,550,0
885,8,150,575,0
885,8,150,600,0
885,8,150,625,0
885,8,150,650,0
885,8,200,550,0
885,8,200,575,0
885,8,200,600,0
885,8,200,625,0
885,8,200,650,0
885,8,250,550,0
885,8,250,575,0
885,8,250,600,0
885,8,250,625,0
885,8,250,650,0
885,8,300,550,0
885,8,300,575,0
885,8,300,600,0
885,8,300,625,0
885,8,300,650,0
885,9,100,550,0
885,9,100,575,0
885,9,100,600,0
885,9,100,625,0
885,9,100,650,0
885,9,150,550,0
885,9,150,575,0
885,9,150,600,0
885,9,150,625,0
885,9,150,650,0
885,9,200,550,0
885,9,200,575,0
885,9,200,600,0
885,9,200,625,0
885,9,200,650,0
885,9,250,550,0
885,9,250,575,0
885,9,250,600,0
885,9,250,625,0
885,9,250,650,0
885,9,300,550,0
885,9,300,575,0
885,9,300,600,0
885,9,300,625,0
885,9,300,650,0
885,10,100,550,0
885,10,100,575,0
885,10,100,600,0
885,10,100,625,0
885,10,100,650,0
885,10,150,550,0
885,10,150,575,0
885,10,150,600,0
885,10,150,625,0
885,10,150,650,0
885,10,200,550,0
885,10,200,575,0
885,10,200,600,0
885,10,200,625,0
885,10,200,650,0
885,10,250,550,0
885,10,250,575,0
885,10,250,600,0
885,10,250,625,0
885,10,250,650,0
885,10,300,550,0
885,10,300,575,0
885,10,300,600,0
885,10,300,625,0
885,10,300,650,0
885,11,100,550,1
885,11,100,575,0
885,11,100,600,0
885,11,100,625,0
885,11,100,650,0
885,11,150,550,0
885,11,150,575,0
885,11,150,600,0
885,11,150,625,0
885,11,150,650,0
885,11,200,550,0
885,11,200,575,0
885,11,200,600,0
885,11,200,625,0
885,11,200,650,0
885,11,250,550,0
885,11,250,575,0
885,11,250,600,0
885,11,250,625,0
885,11,250,650,0
885,11,300,550,0
885,11,300,575,0
885,11,300,600,0
885,11,300,625,0
885,11,300,650,0
885,12,100,550,1
885,12,100,575,0
885,12,100,600,0
885,12,100,625,0
885,12,100,650,0
885,12,150,550,1
885,12,150,575,0
885,12,150,600,0
885,12,150,625,0
885,12,150,650,0
885,12,200,550,1
885,12,200,575,0
885,12,200,600,0
885,12,200,625,0
885,12,200,650,0
885,12,250,550,1
885,12,250,575,0
885,12,250,600,0
885,12,250,625,0
885,12,250,650,0
885,12,300,550,0
885,12,300,575,0
885,12,300,600,0
885,12,300,625,0
885,12,300,650,0
885,13,100,550,0
885,13,100,575,1
885,13,100,600,0
885,13,100,625,0
885,13,100,650,0
885,13,150,550,1
885,13,150,575,0
885,13,150,600,0
885,13,150,625,0
885,13,150,650,0
885,13,200,550,1
885,13,200,575,0
885,13,200,600,0
885,13,200,625,0
885,13,200,650,0
885,13,250,550,1
885,13,250,575,0
885,13,250,600,0
885,13,250,625,0
885,13,250,650,0
885,13,300,550,1
885,13,300,575,0
885,13,300,600,0
885,13,300,625,0
885,13,300,650,0
885,14,100,550,0
885,14,100,575,1
885,14,100,600,0
885,14,100,625,0
885,14,100,650,0
885,14,150,550,0
885,14,150,575,1
885,14,150,600,0
885,14,150,625,0
885,14,150,650,0
885,14,200,550,0
885,14,200,575,1
885,14,200,600,0
885,14,200,625,0
885,14,200,650,0
885,14,250,550,0
885,14,250,575,0
885,14,250,600,0
885,14,250,625,0
885,14,250,650,0
885,14,300,550,1
885,14,300,575,0
885,14,300,600,0
885,14,300,625,0
885,14,300,650,0
885,15,100,550,0
885,15,100,575,1
885,15,100,600,0
885,15,100,625,0
885,15,100,650,0
885,15,150,550,0
885,15,150,575,1
885,15,150,600,0
885,15,150,625,0
885,15,150,650,0
885,15,200,550,0
885,15,200,575,1
885,15,200,600,0
885,15,200,625,0
885,15,200,650,0
885,15,250,550,0
885,15,250,575,1
885,15,250,600,0
885,15,250,625,0
885,15,250,650,0
885,15,300,550,0
885,15,300,575,1
885,15,300,600,0
885,15,300,625,0
885,15,300,650,0
885,16,100,550,0
885,16,100,575,0
885,16,100,600,1
885,16,100,625,0
885,16,100,650,0
885,16,150,550,0
885,16,150,575,0
885,16,150,600,1
885,16,150,625,0
885,16,150,650,0
885,16,200,550,0
885,16,200,575,1
885,16,200,600,0
885,16,200,625,0
885,16,200,650,0
885,16,250,550,0
885,16,250,575,1
885,16,250,600,0
885,16,250,625,0
885,16,250,650,0
885,16,300,550,0
885,16,300,575,1
885,16,300,600,0
885,16,300,625,0
885,16,300,650,0
885,17,100,550,0
885,17,100,575,0
885,17,100,600,1
885,17,100,625,0
885,17,100,650,0
885,17,150,550,0
885,17,150,575,0
885,17,150,600,1
885,17,150,625,0
885,17,150,650,0
885,17,200,550,0
885,17,200,575,0
885,17,200,600,1
885,17,200,625,0
885,17,200,650,0
885,17,250,550,0
885,17,250,575,0
885,17,250,600,1
885,17,250,625,0
885,17,250,650,0
885,17,300,550,0
885,17,300,575,1
885,17,300,600,0
885,17,300,625,0
885,17,300,650,0
885,18,100,550,0
885,18,100,575,0
885,18,100,600,0
885,18,100,625,1
885,18,100,650,0
885,18,150,550,0
885,18,150,575,0
885,18,150,600,1
885,18,150,625,0
885,18,150,650,0
885,18,200,550,0
885,18,200,575,0
885,18,200,600,1
885,18,200,625,0
885,18,200,650,0
885,18,250,550,0
885,18,250,575,0
885,18,250,600,1
885,18,250,625,0
885,18,250,650,0
885,18,300,550,0
885,18,300,575,0
885,18,300,600,1
885,18,300,625,0
885,18,300,650,0
885,19,100,550,0
885,19,100,575,0
885,19,100,600,0
885,19,100,625,1
885,19,100,650,0
885,19,150,550,0
885,19,150,575,0
885,19,150,600,0
885,19,150,625,0
885,19,150,650,0
885,19,200,550,0
885,19,200,575,0
885,19,200,600,1
885,19,200,625,0
885,19,200,650,0
885,19,250,550,0
885,19,250,575,0
885,19,250,600,1
885,19,250,625,0
885,19,250,650,0
885,19,300,550,0
885,19,300,575,0
885,19,300,600,1
885,19,300,625,0
885,19,300,650,0
885,20,100,550,0
885,20,100,575,0
885,20,100,600,0
885,20,100,625,1
885,20,100,650,0
885,20,150,550,0
885,20,150,575,0
885,20,150,600,0
885,20,150,625,1
885,20,150,650,0
885,20,200,550,0
885,20,200,575,0
885,20,200,600,0
885,20,200,625,1
885,20,200,650,0
885,20,250,550,0
885,20,250,575,0
885,20,250,600,1
885,20,250,625,0
885,20,250,650,0
885,20,300,550,0
885,20,300,575,0
885,20,300,600,1
885,20,300,625,0
885,20,300,650,0
885,21,100,550,0
885,21,100,575,0
885,21,100,600,0
885,21,100,625,1
885,21,100,650,0
885,21,150,550,0
885,21,150,575,0
885,21,150,600,0
885,21,150,625,1
885,21,150,650,0
885,21,200,550,0
885,21,200,575,0
885,21,200,600,0
885,21,200,625,1
885,21,200,650,0
885,21,250,550,0
885,21,250,575,0
885,21,250,600,0
885,21,250,625,1
885,21,250,650,0
885,21,300,550,0
885,21,300,575,0
885,21,300,600,1
885,21,300,625,0
885,21,300,650,0
885,22,100,550,0
885,22,100,575,0
885,22,100,600,0
885,22,100,625,0
885,22,100,650,1
885,22,150,550,0
885,22,150,575,0
885,22,150,600,0
885,22,150,625,1
885,22,150,650,0
885,22,200,550,0
885,22,200,575,0
885,22,200,600,0
885,22,200,625,1
885,22,200,650,0
885,22,250,550,0
885,22,250,575,0
885,22,250,600,0
885,22,250,625,1
885,22,250,650,0
885,22,300,550,0
885,22,300,575,0
885,22,300,600,0
885,22,300,625,1
885,22,300,650,0
885,23,100,550,1
885,23,100,575,0
885,23,100,600,0
885,23,100,625,0
885,23,100,650,1
885,23,150,550,0
885,23,150,575,0
885,23,150,600,0
885,23,150,625,0
885,23,150,650,0
885,23,200,550,0
885,23,200,575,0
885,23,200,600,0
885,23,200,625,1
885,23,200,650,0
885,23,250,550,0
885,23,250,575,0
885,23,250,600,0
885,23,250,625,1
885,23,250,650,0
885,23,300,550,0
885,23,300,575,0
885,23,300,600,0
885,23,300,625,1
885,23,300,650,0
885,24,100,550,1
885,24,100,575,0
885,24,100,600,0
885,24,100,625,0
885,24,100,650,1
885,24,150,550,1
885,24,150,575,0
885,24,150,600,0
885,24,150,625,0
885,24,150,650,1
885,24,200,550,0
885,24,200,575,0
885,24,200,600,0
885,24,200,625,0
885,24,200,650,0
885,24,250,550,0
885,24,250,575,0
885,24,250,600,0
885,24,250,625,1
885,24,250,650,0
885,24,300,550,0
885,24,300,575,0
885,24,300,600,0
885,24,300,625,1
885,24,300,650,0
885,25,100,550,1
885,25,100,575,0
885,25,100,600,0
885,25,100,625,0
885,25,100,650,1
885,25,150,550,1
885,25,150,575,0
885,25,150,600,0
885,25,150,625,0
885,25,150,650,1
885,25,200,550,1
885,25,200,575,0
885,25,200,600,0
885,25,200,625,0
885,25,200,650,1
885,25,250,550,1
885,25,250,575,0
885,25,250,600,0
885,25,250,625,1
885,25,250,650,0
885,25,300,550,0
885,25,300,575,0
885,25,300,600,0
885,25,300,625,1
885,25,300,650,0
885,26,100,550,1
885,26,100,575,0
885,26,100,600,0
885,26,100,625,0
885,26,100,650,0
885,26,150,550,1
885,26,150,575,0
885,26,150,600,0
885,26,150,625,0
885,26,150,650,1
885,26,200,550,1
885,26,200,575,0
885,26,200,600,0
885,26,200,625,0
885,26,200,650,1
885,26,250,550,1
885,26,250,575,0
885,26,250,600,0
885,26,250,625,0
885,26,250,650,1
885,26,300,550,1
885,26,300,575,0
885,26,300,600,0
885,26,300,625,1
885,26,300,650,0
885,27,100,550,0
885,27,100,575,1
885,27,100,600,0
885,27,100,625,0
885,27,100,650,0
885,27,150,550,1
885,27,150,575,0
885,27,150,600,0
885,27,150,625,0
885,27,150,650,1
885,27,200,550,1
885,27,200,575,0
885,27,200,600,0
885,27,200,625,0
885,27,200,650,1
885,27,250,550,1
885,27,250,575,0
885,27,250,600,0
885,27,250,625,0
885,27,250,650,1
885,27,300,550,1
885,27,300,575,0
885,27,300,600,0
885,27,300,625,0
885,27,300,650,1
885,28,100,550,0
885,28,100,575,1
885,28,100,600,0
885,28,100,625,0
885,28,100,650,0
885,28,150,550,0
885,28,150,575,0
885,28,150,600,0
885,28,150,625,0
885,28,150,650,0
885,28,200,550,1
885,28,200,575,0
885,28,200,600,0
885,28,200,625,0
885,28,200,650,1
885,28,250,550,1
885,28,250,575,0
885,28,250,600,0
885,28,250,625,0
885,28,250,650,1
885,28,300,550,1
885,28,300,575,0
885,28,300,600,0
885,28,300,625,0
885,28,300,650,1
885,29,100,550,0
885,29,100,575,1
885,29,100,600,0
885,29,100,625,0
885,29,100,650,0
885,29,150,550,0
885,29,150,575,1
885,29,150,600,0
885,29,150,625,0
885,29,150,650,0
885,29,200,550,0
885,29,200,575,1
885,29,200,600,0
885,29,200,625,0
885,29,200,650,1
885,29,250,550,1
885,29,250,575,0
885,29,250,600,0
885,29,250,625,0
885,29,250,650,1
885,29,300,550,1
885,29,300,575,0
885,29,300,600,0
885,29,300,625,0
885,29,300,650,1
885,30,100,550,0
885,30,100,575,1
885,30,100,600,0
885,30,100,625,0
885,30,100,650,0
885,30,150,550,0
885,30,150,575,1
885,30,150,600,0
885,30,150,625,0
885,30,150,650,0
885,30,200,550,0
885,30,200,575,1
885,30,200,600,0
885,30,200,625,0
885,30,200,650,0
885,30,250,550,0
885,30,250,575,1
885,30,250,600,0
885,30,250,625,0
885,30,250,650,1
885,30,300,550,1
885,30,300,575,0
885,30,300,600,0
885,30,300,625,0
885,30,300,650,1
885,31,100,550,0
885,31,100,575,1
885,31,100,600,0
885,31,100,625,0
885,31,100,650,0
885,31,150,550,0
885,31,150,575,1
885,31,150,600,0
885,31,150,625,0
885,31,150,650,0
885,31,200,550,0
885,31,200,575,1
885,31,200,600,0
885,31,200,625,0
885,31,200,650,0
885,31,250,550,0
885,31,250,575,1
885,31,250,600,0
885,31,250,625,0
885,31,250,650,1
885,31,300,550,0
885,31,300,575,1
885,31,300,600,0
885,31,300,625,0
885,31,300,650,1
885,32,100,550,0
885,32,100,575,0
885,32,100,600,1
885,32,100,625,0
885,32,100,650,0
885,32,150,550,0
885,32,150,575,1
885,32,150,600,0
885,32,150,625,0
885,32,150,650,0
885,32,200,550,0
885,32,200,575,1
885,32,200,600,0
885,32,200,625,0
885,32,200,650,0
885,32,250,550,0
885,32,250,575,1
885,32,250,600,0
885,32,250,625,0
885,32,250,650,0
885,32,300,550,0
885,32,300,575,1
885,32,300,600,0
885,32,300,625,0
885,32,300,650,1
885,33,100,550,0
885,33,100,575,0
885,33,100,600,1
885,33,100,625,0
885,33,100,650,0
885,33,150,550,0
885,33,150,575,0
885,33,150,600,0
885,33,150,625,0
885,33,150,650,0
885,33,200,550,0
885,33,200,575,1
885,33,200,600,0
885,33,200,625,0
885,33,200,650,0
885,33,250,550,0
885,33,250,575,1
885,33,250,600,0
885,33,250,625,0
885,33,250,650,0
885,33,300,550,0
885,33,300,575,1
885,33,300,600,0
885,33,300,625,0
885,33,300,650,1
885,34,100,550,0
885,34,100,575,0
885,34,100,600,1
885,34,100,625,0
885,34,100,650,0
885,34,150,550,0
885,34,150,575,0
885,34,150,600,1
885,34,150,625,0
885,34,150,650,0
